State  Code,District Code,Sub District Code,Geographic Subdivision,Name,Total/Rural/Urban,NV_Inhabited,NV_Uninhabited,Number of towns,Number of households,P_Total,P_Males,P_Females,Area(sq.km),Population per sq. km.
28.0,553,05348,SUB-DISTRICT,Ramagiri,Rural,10,0,0.0,8063.0,34001,17364,16637,338.0691576938053,100.57409623505275
28.0,553,05348,SUB-DISTRICT,Ramagiri,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05349,SUB-DISTRICT,Roddam,Total,20,1,0.0,11536.0,51168,25889,25279,364.1102900096501,140.52884909856263
28.0,553,05349,SUB-DISTRICT,Roddam,Rural,20,1,0.0,11536.0,51168,25889,25279,364.1102900096501,140.52884909856263
28.0,553,05349,SUB-DISTRICT,Roddam,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05350,SUB-DISTRICT,Madakasira,Total,19,1,0.0,18763.0,81227,41068,40159,334.71913251053894,242.6721155458375
28.0,553,05350,SUB-DISTRICT,Madakasira,Rural,19,1,0.0,18763.0,81227,41068,40159,334.71913251053894,242.6721155458375
28.0,553,05350,SUB-DISTRICT,Madakasira,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05351,SUB-DISTRICT,Amarapuram,Total,8,1,0.0,12132.0,55771,27997,27774,217.76175783432376,256.11016624154627
28.0,553,05351,SUB-DISTRICT,Amarapuram,Rural,8,1,0.0,12132.0,55771,27997,27774,217.76175783432376,256.11016624154627
28.0,553,05351,SUB-DISTRICT,Amarapuram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05352,SUB-DISTRICT,Gudibanda,Total,13,0,0.0,11486.0,52610,26964,25646,242.21390539556776,217.20470554356
28.0,553,05352,SUB-DISTRICT,Gudibanda,Rural,13,0,0.0,11486.0,52610,26964,25646,242.21390539556776,217.20470554356
28.0,553,05352,SUB-DISTRICT,Gudibanda,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05353,SUB-DISTRICT,Rolla,Total,7,0,0.0,8805.0,39964,20350,19614,162.4205563174023,246.0525989204368
28.0,553,05353,SUB-DISTRICT,Rolla,Rural,7,0,0.0,8805.0,39964,20350,19614,162.4205563174023,246.0525989204368
28.0,553,05353,SUB-DISTRICT,Rolla,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05354,SUB-DISTRICT,Agali,Total,8,1,0.0,7963.0,36253,18511,17742,123.36391830463711,293.8703674317168
28.0,553,05354,SUB-DISTRICT,Agali,Rural,8,1,0.0,7963.0,36253,18511,17742,123.36391830463711,293.8703674317168
28.0,553,05354,SUB-DISTRICT,Agali,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05355,SUB-DISTRICT,Parigi,Total,16,0,0.0,13767.0,58225,30003,28222,151.38875133323177,384.60585404946704
28.0,553,05355,SUB-DISTRICT,Parigi,Rural,16,0,0.0,13767.0,58225,30003,28222,151.38875133323177,384.60585404946704
28.0,553,05355,SUB-DISTRICT,Parigi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05356,SUB-DISTRICT,Penukonda,Total,16,1,0.0,13713.0,55383,28280,27103,302.0994008922072,183.32707657292354
28.0,553,05356,SUB-DISTRICT,Penukonda,Rural,16,1,0.0,13713.0,55383,28280,27103,302.0994008922072,183.32707657292354
28.0,553,05356,SUB-DISTRICT,Penukonda,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05357,SUB-DISTRICT,Puttaparthi,Total,11,0,1.0,15472.0,59000,29954,29046,236.76884935750928,249.18818569292833
28.0,553,05357,SUB-DISTRICT,Puttaparthi,Rural,11,0,0.0,13015.0,48518,24371,24147,224.1988493575093,216.40610618225256
28.0,553,05357,SUB-DISTRICT,Puttaparthi,Urban,0,0,1.0,2457.0,10482,5583,4899,12.57,833.890214797136
28.0,553,05358,SUB-DISTRICT,Obuladevaracheruvu,Total,14,0,0.0,12111.0,48308,24588,23720,273.234531337295,176.80049356706704
28.0,553,05358,SUB-DISTRICT,Obuladevaracheruvu,Rural,14,0,0.0,12111.0,48308,24588,23720,273.234531337295,176.80049356706704
28.0,553,05358,SUB-DISTRICT,Obuladevaracheruvu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05359,SUB-DISTRICT,Nallacheruvu,Total,11,0,0.0,7996.0,31036,15550,15486,147.09748040360947,210.9893379196075
28.0,553,05359,SUB-DISTRICT,Nallacheruvu,Rural,11,0,0.0,7996.0,31036,15550,15486,147.09748040360947,210.9893379196075
28.0,553,05359,SUB-DISTRICT,Nallacheruvu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05360,SUB-DISTRICT,Tanakal,Total,18,2,0.0,12211.0,47946,23722,24224,353.18981516752166,135.7513663786106
28.0,553,05360,SUB-DISTRICT,Tanakal,Rural,18,2,0.0,12211.0,47946,23722,24224,353.18981516752166,135.7513663786106
28.0,553,05360,SUB-DISTRICT,Tanakal,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05361,SUB-DISTRICT,Amadagur,Total,13,2,0.0,7355.0,29520,14704,14816,255.6140061286336,115.48662941867332
28.0,553,05361,SUB-DISTRICT,Amadagur,Rural,13,2,0.0,7355.0,29520,14704,14816,255.6140061286336,115.48662941867332
28.0,553,05361,SUB-DISTRICT,Amadagur,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05362,SUB-DISTRICT,Gorantla,Total,18,3,0.0,19125.0,77271,39009,38262,356.59044496080725,216.6939722921988
28.0,553,05362,SUB-DISTRICT,Gorantla,Rural,18,3,0.0,19125.0,77271,39009,38262,356.59044496080725,216.6939722921988
28.0,553,05362,SUB-DISTRICT,Gorantla,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05363,SUB-DISTRICT,Somandepalle,Total,19,0,1.0,11670.0,47591,24340,23251,219.87703053312342,216.4437089431706
28.0,553,05363,SUB-DISTRICT,Somandepalle,Rural,19,0,0.0,6926.0,28696,14692,14004,189.5370305331234,151.40049371505322
28.0,553,05363,SUB-DISTRICT,Somandepalle,Urban,0,0,1.0,4744.0,18895,9648,9247,30.34,622.7752142386289
28.0,553,05364,SUB-DISTRICT,Hindupur,Total,14,0,1.0,46860.0,203538,102664,100874,199.85784680955527,1018.4138538926197
28.0,553,05364,SUB-DISTRICT,Hindupur,Rural,14,0,0.0,12353.0,51861,26294,25567,161.69784680955527,320.72783295055825
28.0,553,05364,SUB-DISTRICT,Hindupur,Urban,0,0,1.0,34507.0,151677,76370,75307,38.16,3974.7641509433965
28.0,553,05365,SUB-DISTRICT,Lepakshi,Total,10,0,0.0,10493.0,45122,23100,22022,151.13572828313613,298.552834015984
28.0,553,05365,SUB-DISTRICT,Lepakshi,Rural,10,0,0.0,10493.0,45122,23100,22022,151.13572828313613,298.552834015984
28.0,553,05365,SUB-DISTRICT,Lepakshi,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,553,05366,SUB-DISTRICT,Chilamathur,Total,15,6,0.0,12217.0,51456,25759,25697,249.79447597643357,205.99334632545887
28.0,553,05366,SUB-DISTRICT,Chilamathur,Rural,15,6,0.0,12217.0,51456,25759,25697,249.79447597643357,205.99334632545887
28.0,553,05366,SUB-DISTRICT,Chilamathur,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,00000,DISTRICT,Chittoor,Total,1455,38,22.0,1039953.0,4174064,2090204,2083860,15152.000152556364,275.47940588528667
28.0,554,00000,DISTRICT,Chittoor,Rural,1455,38,0.0,737322.0,2942678,1474052,1468626,14833.380152556363,198.38216035290264
28.0,554,00000,DISTRICT,Chittoor,Urban,0,0,22.0,302631.0,1231386,616152,615234,318.62,3864.747975644969
28.0,554,05367,SUB-DISTRICT,Mulakalacheruvu,Total,15,2,0.0,11537.0,45556,22600,22956,268.4538953868585,169.69766795281927
28.0,554,05367,SUB-DISTRICT,Mulakalacheruvu,Rural,15,2,0.0,11537.0,45556,22600,22956,268.4538953868585,169.69766795281927
28.0,554,05367,SUB-DISTRICT,Mulakalacheruvu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05368,SUB-DISTRICT,Thamballapalle,Total,16,1,0.0,10343.0,39914,19850,20064,329.4,121.17182756527019
28.0,554,05368,SUB-DISTRICT,Thamballapalle,Rural,16,1,0.0,10343.0,39914,19850,20064,329.4,121.17182756527019
28.0,554,05368,SUB-DISTRICT,Thamballapalle,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05369,SUB-DISTRICT,Peddamandyam,Total,9,0,0.0,9121.0,34502,17278,17224,261.0831394663208,132.1494757207433
28.0,554,05369,SUB-DISTRICT,Peddamandyam,Rural,9,0,0.0,9121.0,34502,17278,17224,261.0831394663208,132.1494757207433
28.0,554,05369,SUB-DISTRICT,Peddamandyam,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05370,SUB-DISTRICT,Gurramkonda,Total,17,0,0.0,10885.0,42772,21710,21062,259.31659465891914,164.94123739461526
28.0,554,05370,SUB-DISTRICT,Gurramkonda,Rural,17,0,0.0,10885.0,42772,21710,21062,259.31659465891914,164.94123739461526
28.0,554,05370,SUB-DISTRICT,Gurramkonda,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05371,SUB-DISTRICT,Kalakada,Total,16,0,0.0,9125.0,34326,17182,17144,238.473396442853,143.94058419940262
28.0,554,05371,SUB-DISTRICT,Kalakada,Rural,16,0,0.0,9125.0,34326,17182,17144,238.473396442853,143.94058419940262
28.0,554,05371,SUB-DISTRICT,Kalakada,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05372,SUB-DISTRICT,Kambhamvaripalle,Total,20,1,0.0,11081.0,42351,21524,20827,279.8653687404184,151.3263330529528
28.0,554,05372,SUB-DISTRICT,Kambhamvaripalle,Rural,20,1,0.0,11081.0,42351,21524,20827,279.8653687404184,151.3263330529528
28.0,554,05372,SUB-DISTRICT,Kambhamvaripalle,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05373,SUB-DISTRICT,Rompicherla,Total,7,0,0.0,7096.0,26335,13168,13167,138.59254693011138,190.01743299572996
28.0,554,05373,SUB-DISTRICT,Rompicherla,Rural,7,0,0.0,7096.0,26335,13168,13167,138.59254693011138,190.01743299572996
28.0,554,05373,SUB-DISTRICT,Rompicherla,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05374,SUB-DISTRICT,Yerravaripalem,Total,10,0,0.0,7816.0,28011,14123,13888,310.88142843359026,90.10187627204512
28.0,554,05374,SUB-DISTRICT,Yerravaripalem,Rural,10,0,0.0,7816.0,28011,14123,13888,310.88142843359026,90.10187627204512
28.0,554,05374,SUB-DISTRICT,Yerravaripalem,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05375,SUB-DISTRICT,Tirupati (Rural),Total,25,0,4.0,29369.0,117445,59449,57996,84.56064195889662,1388.8849147702529
28.0,554,05375,SUB-DISTRICT,Tirupati (Rural),Rural,25,0,0.0,12764.0,50471,25031,25440,60.880641958896625,829.0155684310184
28.0,554,05375,SUB-DISTRICT,Tirupati (Rural),Urban,0,0,4.0,16605.0,66974,34418,32556,23.68,2828.2939189189187
28.0,554,05376,SUB-DISTRICT,Renigunta,Total,30,1,1.0,19339.0,75789,38090,37699,177.75095682751376,426.37745164738686
28.0,554,05376,SUB-DISTRICT,Renigunta,Rural,30,1,0.0,12672.0,49758,25095,24663,173.15095682751377,287.36774495313347
28.0,554,05376,SUB-DISTRICT,Renigunta,Urban,0,0,1.0,6667.0,26031,12995,13036,4.6,5658.913043478261
28.0,554,05377,SUB-DISTRICT,Yerpedu,Total,32,2,0.0,14635.0,56403,28131,28272,227.42741511841075,248.00440162692618
28.0,554,05377,SUB-DISTRICT,Yerpedu,Rural,32,2,0.0,14635.0,56403,28131,28272,227.42741511841075,248.00440162692618
28.0,554,05377,SUB-DISTRICT,Yerpedu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05378,SUB-DISTRICT,Srikalahasti,Total,61,5,1.0,34860.0,137637,67817,69820,361.73558326275503,380.4906300855235
28.0,554,05378,SUB-DISTRICT,Srikalahasti,Rural,61,5,0.0,15241.0,57581,28822,28759,348.815583262755,165.07576714720773
28.0,554,05378,SUB-DISTRICT,Srikalahasti,Urban,0,0,1.0,19619.0,80056,38995,41061,12.92,6196.284829721362
28.0,554,05379,SUB-DISTRICT,Thottambedu,Total,40,1,0.0,11614.0,43044,21398,21646,204.68568886220612,210.2931584483032
28.0,554,05379,SUB-DISTRICT,Thottambedu,Rural,40,1,0.0,11614.0,43044,21398,21646,204.68568886220612,210.2931584483032
28.0,554,05379,SUB-DISTRICT,Thottambedu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05380,SUB-DISTRICT,Buchinaidu Kandriga,Total,24,0,0.0,9175.0,34261,17097,17164,158.27835372063853,216.46042680271177
28.0,554,05380,SUB-DISTRICT,Buchinaidu Kandriga,Rural,24,0,0.0,9175.0,34261,17097,17164,158.27835372063853,216.46042680271177
28.0,554,05380,SUB-DISTRICT,Buchinaidu Kandriga,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05381,SUB-DISTRICT,Varadaiahpalem,Total,29,1,0.0,12005.0,45068,22628,22440,212.624987939149,211.9600355387109
28.0,554,05381,SUB-DISTRICT,Varadaiahpalem,Rural,29,1,0.0,12005.0,45068,22628,22440,212.624987939149,211.9600355387109
28.0,554,05381,SUB-DISTRICT,Varadaiahpalem,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05382,SUB-DISTRICT,K.V.B.Puram,Total,38,1,0.0,10875.0,42111,20965,21146,493.48530720327625,85.33384760461298
28.0,554,05382,SUB-DISTRICT,K.V.B.Puram,Rural,38,1,0.0,10875.0,42111,20965,21146,493.48530720327625,85.33384760461298
28.0,554,05382,SUB-DISTRICT,K.V.B.Puram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05383,SUB-DISTRICT,Tirupati (Urban),Total,2,0,5.0,100000.0,407232,204278,202954,405.6961523205078,1003.7857092573037
28.0,554,05383,SUB-DISTRICT,Tirupati (Urban),Rural,2,0,0.0,1051.0,4565,2367,2198,331.4861523205078,13.77131433106197
28.0,554,05383,SUB-DISTRICT,Tirupati (Urban),Urban,0,0,5.0,98949.0,402667,201911,200756,74.21,5426.047702465976
28.0,554,05384,SUB-DISTRICT,Chandragiri,Total,23,0,0.0,14904.0,57286,28334,28952,328.3945881621407,174.44258238420105
28.0,554,05384,SUB-DISTRICT,Chandragiri,Rural,23,0,0.0,14904.0,57286,28334,28952,328.3945881621407,174.44258238420105
28.0,554,05384,SUB-DISTRICT,Chandragiri,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05385,SUB-DISTRICT,Chinnagottigallu,Total,10,0,0.0,7439.0,26150,13021,13129,174.4919862345487,149.86361588462682
28.0,554,05385,SUB-DISTRICT,Chinnagottigallu,Rural,10,0,0.0,7439.0,26150,13021,13129,174.4919862345487,149.86361588462682
28.0,554,05385,SUB-DISTRICT,Chinnagottigallu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05386,SUB-DISTRICT,Pileru,Total,14,0,1.0,18958.0,73016,36281,36735,299.56132808730985,243.74307747333404
28.0,554,05386,SUB-DISTRICT,Pileru,Rural,14,0,0.0,8422.0,31527,15604,15923,293.7113280873098,107.3400886690627
28.0,554,05386,SUB-DISTRICT,Pileru,Urban,0,0,1.0,10536.0,41489,20677,20812,5.85,7092.136752136753
28.0,554,05387,SUB-DISTRICT,Kalikiri,Total,14,0,0.0,12661.0,48729,24151,24578,175.75090322373148,277.26173297651746
28.0,554,05387,SUB-DISTRICT,Kalikiri,Rural,14,0,0.0,12661.0,48729,24151,24578,175.75090322373148,277.26173297651746
28.0,554,05387,SUB-DISTRICT,Kalikiri,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05388,SUB-DISTRICT,Valmikipuram,Total,17,0,0.0,11755.0,45274,22445,22829,209.13250854980328,216.4847555932145
28.0,554,05388,SUB-DISTRICT,Valmikipuram,Rural,17,0,0.0,11755.0,45274,22445,22829,209.13250854980328,216.4847555932145
28.0,554,05388,SUB-DISTRICT,Valmikipuram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05389,SUB-DISTRICT,Kurabalakota,Total,7,1,0.0,10237.0,41235,20668,20567,177.3753122420318,232.47316370462028
28.0,554,05389,SUB-DISTRICT,Kurabalakota,Rural,7,1,0.0,10237.0,41235,20668,20567,177.3753122420318,232.47316370462028
28.0,554,05389,SUB-DISTRICT,Kurabalakota,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05390,SUB-DISTRICT,Pedda Thippasamudram,Total,19,0,0.0,12788.0,53079,27181,25898,287.8554305991831,184.39464522004621
28.0,554,05390,SUB-DISTRICT,Pedda Thippasamudram,Rural,19,0,0.0,12788.0,53079,27181,25898,287.8554305991831,184.39464522004621
28.0,554,05390,SUB-DISTRICT,Pedda Thippasamudram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05391,SUB-DISTRICT,B.Kothakota,Total,9,0,0.0,14568.0,59465,30299,29166,275.85510897648936,215.56606372321383
28.0,554,05391,SUB-DISTRICT,B.Kothakota,Rural,9,0,0.0,14568.0,59465,30299,29166,275.85510897648936,215.56606372321383
28.0,554,05391,SUB-DISTRICT,B.Kothakota,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05392,SUB-DISTRICT,Madanapalle,Total,13,1,1.0,57057.0,233182,117320,115862,347.3494108944327,671.3182538572644
28.0,554,05392,SUB-DISTRICT,Madanapalle,Rural,13,1,0.0,13137.0,53002,26620,26382,323.9094108944327,163.6321706542642
28.0,554,05392,SUB-DISTRICT,Madanapalle,Urban,0,0,1.0,43920.0,180180,90700,89480,23.44,7686.860068259385
28.0,554,05393,SUB-DISTRICT,Nimmanapalle,Total,10,0,0.0,8369.0,32890,16220,16670,232.89964299881,141.21962393977586
28.0,554,05393,SUB-DISTRICT,Nimmanapalle,Rural,10,0,0.0,8369.0,32890,16220,16670,232.89964299881,141.21962393977586
28.0,554,05393,SUB-DISTRICT,Nimmanapalle,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05394,SUB-DISTRICT,Sodam,Total,13,0,0.0,8992.0,34394,17598,16796,205.30499480043312,167.52636745848642
28.0,554,05394,SUB-DISTRICT,Sodam,Rural,13,0,0.0,8992.0,34394,17598,16796,205.30499480043312,167.52636745848642
28.0,554,05394,SUB-DISTRICT,Sodam,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05395,SUB-DISTRICT,Pulicherla,Total,15,0,0.0,9791.0,37108,18742,18366,236.46319028270634,156.9292876224629
28.0,554,05395,SUB-DISTRICT,Pulicherla,Rural,15,0,0.0,9791.0,37108,18742,18366,236.46319028270634,156.9292876224629
28.0,554,05395,SUB-DISTRICT,Pulicherla,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05396,SUB-DISTRICT,Pakala,Total,15,0,0.0,15000.0,56667,28025,28642,169.07052113597135,335.16783185654685
28.0,554,05396,SUB-DISTRICT,Pakala,Rural,15,0,0.0,15000.0,56667,28025,28642,169.07052113597135,335.16783185654685
28.0,554,05396,SUB-DISTRICT,Pakala,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05397,SUB-DISTRICT,Vedurukuppam,Total,30,2,0.0,11676.0,46853,23699,23154,314.34345015384287,149.0503459737102
28.0,554,05397,SUB-DISTRICT,Vedurukuppam,Rural,30,2,0.0,11676.0,46853,23699,23154,314.34345015384287,149.0503459737102
28.0,554,05397,SUB-DISTRICT,Vedurukuppam,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05398,SUB-DISTRICT,Ramachandrapuram,Total,17,0,0.0,8345.0,31373,15669,15704,164.43080287745104,190.79758446099692
28.0,554,05398,SUB-DISTRICT,Ramachandrapuram,Rural,17,0,0.0,8345.0,31373,15669,15704,164.43080287745104,190.79758446099692
28.0,554,05398,SUB-DISTRICT,Ramachandrapuram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05399,SUB-DISTRICT,Vadamalapeta,Total,19,3,0.0,8588.0,32407,16196,16211,98.10415214897563,330.3326035659377
28.0,554,05399,SUB-DISTRICT,Vadamalapeta,Rural,19,3,0.0,8588.0,32407,16196,16211,98.10415214897563,330.3326035659377
28.0,554,05399,SUB-DISTRICT,Vadamalapeta,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05400,SUB-DISTRICT,Narayanavanam,Total,15,0,1.0,9366.0,37041,18658,18383,229.99601187859815,161.0506186496479
28.0,554,05400,SUB-DISTRICT,Narayanavanam,Rural,15,0,0.0,6564.0,25788,12997,12791,228.31601187859815,112.94871431843416
28.0,554,05400,SUB-DISTRICT,Narayanavanam,Urban,0,0,1.0,2802.0,11253,5661,5592,1.68,6698.214285714286
28.0,554,05401,SUB-DISTRICT,Pichatur,Total,17,0,0.0,8739.0,31524,15510,16014,125.46529155097184,251.2567388981277
28.0,554,05401,SUB-DISTRICT,Pichatur,Rural,17,0,0.0,8739.0,31524,15510,16014,125.46529155097184,251.2567388981277
28.0,554,05401,SUB-DISTRICT,Pichatur,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05402,SUB-DISTRICT,Satyavedu,Total,30,1,0.0,13561.0,52979,25995,26984,247.062459127116,214.4356539928302
28.0,554,05402,SUB-DISTRICT,Satyavedu,Rural,30,1,0.0,13561.0,52979,25995,26984,247.062459127116,214.4356539928302
28.0,554,05402,SUB-DISTRICT,Satyavedu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05403,SUB-DISTRICT,Nagalapuram,Total,12,0,0.0,8728.0,34026,16759,17267,291.77431735583264,116.61752928892531
28.0,554,05403,SUB-DISTRICT,Nagalapuram,Rural,12,0,0.0,8728.0,34026,16759,17267,291.77431735583264,116.61752928892531
28.0,554,05403,SUB-DISTRICT,Nagalapuram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05404,SUB-DISTRICT,Nindra,Total,15,0,0.0,7369.0,28993,14341,14652,75.58578213278729,383.57742927189395
28.0,554,05404,SUB-DISTRICT,Nindra,Rural,15,0,0.0,7369.0,28993,14341,14652,75.58578213278729,383.57742927189395
28.0,554,05404,SUB-DISTRICT,Nindra,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05405,SUB-DISTRICT,Vijayapuram,Total,17,1,0.0,7957.0,30048,14952,15096,101.00778326918747,297.48202591399877
28.0,554,05405,SUB-DISTRICT,Vijayapuram,Rural,17,1,0.0,7957.0,30048,14952,15096,101.00778326918747,297.48202591399877
28.0,554,05405,SUB-DISTRICT,Vijayapuram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05406,SUB-DISTRICT,Nagari,Total,19,1,1.0,22949.0,96152,48058,48094,102.75402296386032,935.7492507501889
28.0,554,05406,SUB-DISTRICT,Nagari,Rural,19,1,0.0,8678.0,33899,16695,17204,72.89402296386032,465.04498752670816
28.0,554,05406,SUB-DISTRICT,Nagari,Urban,0,0,1.0,14271.0,62253,31363,30890,29.86,2084.8292029470863
28.0,554,05407,SUB-DISTRICT,Puttur,Total,12,0,1.0,19750.0,79166,39186,39980,139.04941196650836,569.3371793551205
28.0,554,05407,SUB-DISTRICT,Puttur,Rural,12,0,0.0,6273.0,25074,12169,12905,95.75941196650837,261.8437131670104
28.0,554,05407,SUB-DISTRICT,Puttur,Urban,0,0,1.0,13477.0,54092,27017,27075,43.29,1249.5264495264496
28.0,554,05408,SUB-DISTRICT,Karvetinagar,Total,25,1,0.0,12198.0,47764,23720,24044,155.70975696045113,306.75020584696966
28.0,554,05408,SUB-DISTRICT,Karvetinagar,Rural,25,1,0.0,12198.0,47764,23720,24044,155.70975696045113,306.75020584696966
28.0,554,05408,SUB-DISTRICT,Karvetinagar,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05409,SUB-DISTRICT,Penumuru,Total,17,0,0.0,10683.0,41539,20973,20566,154.11580561124396,269.5310830401253
28.0,554,05409,SUB-DISTRICT,Penumuru,Rural,17,0,0.0,10683.0,41539,20973,20566,154.11580561124396,269.5310830401253
28.0,554,05409,SUB-DISTRICT,Penumuru,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05410,SUB-DISTRICT,Puthalapattu,Total,20,1,0.0,12530.0,46412,23258,23154,169.060368579607,274.5291542301681
28.0,554,05410,SUB-DISTRICT,Puthalapattu,Rural,20,1,0.0,12530.0,46412,23258,23154,169.060368579607,274.5291542301681
28.0,554,05410,SUB-DISTRICT,Puthalapattu,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05411,SUB-DISTRICT,Irala,Total,18,0,0.0,13435.0,50631,25344,25287,236.5241056208926,214.06274792622096
28.0,554,05411,SUB-DISTRICT,Irala,Rural,18,0,0.0,13435.0,50631,25344,25287,236.5241056208926,214.06274792622096
28.0,554,05411,SUB-DISTRICT,Irala,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05412,SUB-DISTRICT,Somala,Total,13,0,0.0,11274.0,43528,21795,21733,471.5963956816793,92.29926351977628
28.0,554,05412,SUB-DISTRICT,Somala,Rural,13,0,0.0,11274.0,43528,21795,21733,471.5963956816793,92.29926351977628
28.0,554,05412,SUB-DISTRICT,Somala,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05413,SUB-DISTRICT,Chowdepalle,Total,15,0,0.0,10525.0,42103,21136,20967,217.5286726631431,193.55149592255893
28.0,554,05413,SUB-DISTRICT,Chowdepalle,Rural,15,0,0.0,10525.0,42103,21136,20967,217.5286726631431,193.55149592255893
28.0,554,05413,SUB-DISTRICT,Chowdepalle,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05414,SUB-DISTRICT,Ramasamudram,Total,15,0,0.0,11339.0,49202,24628,24574,223.18364655810115,220.45522043744947
28.0,554,05414,SUB-DISTRICT,Ramasamudram,Rural,15,0,0.0,11339.0,49202,24628,24574,223.18364655810115,220.45522043744947
28.0,554,05414,SUB-DISTRICT,Ramasamudram,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05415,SUB-DISTRICT,Punganur,Total,18,0,1.0,25941.0,109702,54645,55057,256.6363197787236,427.460930294617
28.0,554,05415,SUB-DISTRICT,Punganur,Rural,18,0,0.0,13174.0,54956,27410,27546,224.3563197787236,244.94964106293764
28.0,554,05415,SUB-DISTRICT,Punganur,Urban,0,0,1.0,12767.0,54746,27235,27511,32.28,1695.9727385377942
28.0,554,05416,SUB-DISTRICT,Peddapanjani,Total,22,0,0.0,13596.0,58423,29137,29286,214.54382109201626,272.3126664875742
28.0,554,05416,SUB-DISTRICT,Peddapanjani,Rural,22,0,0.0,13596.0,58423,29137,29286,214.54382109201626,272.3126664875742
28.0,554,05416,SUB-DISTRICT,Peddapanjani,Urban,0,0,0.0,0.0,0,0,0,0.0,0.0
28.0,554,05417,SUB-DISTRICT,Gangavaram,Total,16,0,0.0,13223.0,56183,28171,28012,232.89964299881,241.23265830977277
28.0,554,05417,SUB-DISTRICT,Gangavaram,Rural,16,0,0.0,12603.0,53598,26853,26745,232.89964299881,230.1334570971148
28.0,554,05417,SUB-DISTRICT,Gangavaram,Urban,0,0,0.0,620.0,2585,1318,1267,1275.321521076523,1187.5281681039264
